Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda
Nissan,Versa,2013,81115,Cinza,Manual,Gasolina,2,72272.0
Fiat,Argo,2002,75406,Azul,Manual,Diesel,4,32045.800000000003
Volkswagen,Polo,2018,9109,Azul,Manual,Flex,4,76654.2
Jeep,Renegade,2019,26842,Cinza,Manual,Diesel,2,112223.6
Fiat,Cronos,2010,141788,Prata,Automático,Diesel,2,29888.399999999994
Nissan,Versa,2023,179657,Branco,Automático,Gasolina,4,67224.6
Ford,Ranger,2016,97969,Branco,Automático,Diesel,2,65850.2
Nissan,Kicks,2016,107055,Prata,Manual,Flex,4,63208.0
Toyota,Yaris,2022,46408,Preto,Automático,Flex,4,100676.4
Nissan,Kicks,2002,108407,Branco,Automático,Flex,2,47999.600000000006
Toyota,Corolla,2013,36530,Azul,Automático,Flex,4,96615.0
Ford,EcoSport,2006,110047,Vermelho,Automático,Gasolina,4,50538.600000000006
Renault,Duster,,196457,Azul,Manual,Diesel,2,32086.6
Toyota,Hilux,2002,59730,Branco,Automático,Diesel,4,69405.0
Volkswagen,Virtus,2001,75623,Prata,Manual,Diesel,4,32259.4
Nissan,Kicks,2016,77658,Preto,Automático,Diesel,4,75053.4
Nissan,Versa,2008,30898,Branco,Manual,Flex,2,75770.4
Volkswagen,Gol,2021,63908,Prata,Manual,Gasolina,2,73367.4
Chevrolet,Onix,2005,81377,Vermelho,Manual,Diesel,2,44567.6
Honda,Fit,2023,91118,Cinza,Automático,Diesel,2,86826.4
Renault,Kwid,2020,57392,Vermelho,Manual,Gasolina,4,68912.6
Jeep,Compass,2008,75578,Vermelho,Manual,Diesel,4,91466.4
Toyota,Yaris,2004,26505,Preto,Automático,Gasolina,4,79441.0
Volkswagen,Gol,2001,88830,Branco,Automático,Diesel,4,30177.0
Ford,Ka,2021,137245,Cinza,Automático,Gasolina,2,63825.0
Toyota,Hilux,2014,84052,Prata,Automático,Diesel,4,87657.6
Honda,Civic,2008,6932,Cinza,Manual,Flex,4,80666.6
Ford,Ranger,2018,83445,Branco,Manual,Diesel,2,65474.0
Fiat,Toro,2009,161313,Preto,Automático,Flex,2,31035.4
Nissan,Versa,2003,147784,Branco,Manual,Gasolina,4,37732.2
Fiat,Mobi,2009,199265,Prata,Manual,Flex,4,21164.0
Toyota,Hilux,2007,29105,Cinza,Manual,Diesel,4,89124.0
Honda,Civic,2021,107083,Vermelho,Manual,Flex,4,89604.4
Renault,Kwid,2012,erro_medicao,Branco,Manual,Flex,2,63100.6
Toyota,Corolla,2006,87892,Azul,Automático,Diesel,2,71780.6
Volkswagen,T-Cross,2006,185592,Preto,Automático,Gasolina,4,22533.6
Hyundai,HB20S,2003,19589,Preto,Automático,Flex,2,51662.2
Toyota,Hilux,2014,170673,Cinza,Automático,Diesel,4,70715.4
Nissan,Versa,2011,120829,Vermelho,Automático,Flex,4,57482.2
Nissan,Frontier,2015,89452,Prata,Automático,Gasolina,4,66874.6
Toyota,Corolla,2005,171747,Vermelho,Automático,Gasolina,4,52791.6
Ford,Ranger,2008,165438,Cinza,Manual,Gasolina,2,34760.4
Hyundai,HB20,2002,134923,Vermelho,Automático,Flex,4,34672.4
Volkswagen,Polo,2007,138654,Cinza,Manual,Diesel,2,32430.199999999997
Toyota,Corolla,2006,171663,Vermelho,Manual,Gasolina,4,57378.399999999994
Ford,Ranger,2003,136579,Branco,Manual,Diesel,2,36783.2
Nissan,Versa,2012,137006,Preto,Manual,Gasolina,4,56259.8
Nissan,Frontier,2018,41971,Cinza,Manual,Flex,2,88171.8
Honda,Civic,2006,4659,Cinza,Automático,Flex,4,84179.2
Toyota,Hilux,2009,4398,Preto,Manual,Gasolina,4,93135.4
Hyundai,Creta,2011,6242,Azul,Automático,Diesel,4,75249.6
Chevrolet,Onix,2002,159692,Azul,Automático,Diesel,2,26671.6
Hyundai,HB20S,2023,erro_medicao,Prata,Automático,Gasolina,2,57585.4
Nissan,Frontier,2011,178217,Cinza,Manual,Flex,2,45388.6
Nissan,Kicks,2018,130014,Branco,Manual,Diesel,4,67026.2
Fiat,Cronos,2014,178615,Vermelho,Automático,Diesel,4,34566.0
Nissan,Frontier,2007,194886,Branco,Automático,Flex,2,33735.8
Volkswagen,Virtus,2011,51175,Cinza,Automático,Diesel,4,51862.0
Jeep,Renegade,2019,168347,Prata,Automático,Gasolina,4,89211.6
Toyota,Yaris,2005,13937,Cinza,Automático,Flex,2,85240.6
Hyundai,Creta,2009,150641,Prata,Manual,Gasolina,2,42008.8
Jeep,Compass,2001,193019,Preto,Automático,Flex,4,52645.2
Ford,EcoSport,2023,12343,Vermelho,Automático,Gasolina,2,87077.4
Chevrolet,S10,2012,56875,Branco,Automático,Gasolina,4,63329.0
Volkswagen,Gol,2006,46803,Prata,Automático,Gasolina,4,52529.4
Hyundai,Creta,2007,195935,Branco,Manual,Diesel,4,22599.0
Jeep,Renegade,2022,195912,Preto,Automático,Diesel,2,81518.6
Chevrolet,Onix,2015,59937,Cinza,Automático,Gasolina,4,58454.6
Fiat,Argo,2010,77069,Prata,Manual,Gasolina,2,44876.2
Volkswagen,T-Cross,2003,180419,Vermelho,Automático,Flex,2,14319.199999999997
Volkswagen,Polo,2016,162204,Prata,Manual,Diesel,2,42011.2
Fiat,Mobi,2015,162428,Azul,Manual,Gasolina,4,35673.4
Toyota,Corolla,2018,15438,Cinza,Automático,Diesel,2,100043.4
Fiat,Toro,2022,157438,Cinza,Automático,Flex,4,1241962.0
Volkswagen,Polo,2010,79504,Vermelho,Manual,Gasolina,4,51047.2
Volkswagen,Gol,2006,17490,Vermelho,Manual,Diesel,2,54046.0
Jeep,Compass,2012,150245,Preto,Automático,Flex,2,81609.0
Nissan,Versa,2018,141448,Branco,Automático,Gasolina,2,62767.399999999994
Chevrolet,Onix Plus,2016,66254,Prata,Manual,Diesel,4,62599.2
Fiat,Toro,2021,105380,Preto,Automático,Flex,4,57458.0
Chevrolet,Onix,2012,36763,Branco,Manual,Flex,2,58782.4
Fiat,Cronos,2011,65841,Preto,Automático,Diesel,4,56001.8
Ford,Ranger,2006,41347,Azul,Automático,Gasolina,2,60113.6
Volkswagen,T-Cross,2000,41684,Vermelho,Manual,Diesel,4,42235.2
Nissan,Versa,2000,30711,Vermelho,Manual,Flex,4,62389.8
Jeep,Renegade,2019,14177,Cinza,Automático,Flex,2,111323.6
Nissan,Versa,2022,177042,Prata,Manual,Gasolina,2,57776.6
Nissan,Versa,2013,155642,Prata,Automático,Diesel,4,50447.600000000006
Nissan,Frontier,2014,166436,Prata,Automático,Gasolina,4,49143.799999999996
Chevrolet,Onix,2010,178681,Preto,Manual,Gasolina,2,27009.799999999996
Fiat,Toro,2023,149891,Preto,Automático,Flex,4,51355.8
Renault,Kwid,2008,125220,Prata,Automático,Diesel,2,37680.0
Ford,Ka,2016,188594,Cinza,Manual,Diesel,2,48337.200000000004
Hyundai,HB20,2003,31391,Branco,Manual,Flex,4,55480.8
Nissan,Frontier,2019,erro_medicao,Azul,Manual,Flex,2,88317.4
Toyota,Hilux,2018,51055,Preto,Automático,Diesel,2,98104.0
Chevrolet,Tracker,2006,114187,Prata,Manual,Gasolina,2,37371.600000000006
Jeep,Compass,2000,118071,Vermelho,Automático,Gasolina,2,70698.8
Hyundai,Creta,2008,154637,Preto,Manual,Diesel,2,38494.6
Renault,Duster,2012,130101,Branco,Automático,Gasolina,2,37072.8
Toyota,Yaris,2023,86462,Preto,Automático,Gasolina,4,101543.6
Renault,Duster,2001,193277,Branco,Manual,Flex,2,13246.600000000006
Hyundai,HB20,2001,13376,Branco,Automático,Gasolina,2,52597.8
Nissan,Versa,2023,152947,Preto,Automático,Flex,2,66773.6
Toyota,Corolla,2014,47606,Branco,Manual,Gasolina,4,94293.8
Renault,Sandero,2016,78393,Preto,Automático,Diesel,2,52754.4
Jeep,Renegade,2012,62996,Preto,Automático,Flex,4,97851.8
Fiat,Mobi,2006,1283,Cinza,Automático,Diesel,2,53666.4
Volkswagen,T-Cross,2008,80456,Vermelho,Automático,Flex,2,41548.8
Fiat,Argo,2011,65783,Azul,Automático,Gasolina,4,56149.4
Hyundai,HB20S,2002,96382,Branco,Automático,Diesel,2,1241962.0
Chevrolet,Tracker,2022,72178,Preto,Manual,Flex,2,71418.4
Volkswagen,Virtus,2021,194605,Branco,Manual,Diesel,4,41371.0
Ford,Ranger,2014,17365,Preto,Manual,Diesel,2,74452.0
Jeep,Compass,2006,112255,Azul,Automático,Gasolina,2,72880.0
Ford,EcoSport,2022,149021,Preto,Manual,Flex,2,63647.8
Toyota,Hilux,2000,116829,Preto,Manual,Gasolina,2,57967.2
Volkswagen,Virtus,2013,164575,Vermelho,Automático,Diesel,4,38742.0
Ford,Ranger,2018,126267,Branco,Manual,Flex,2,58886.600000000006
Ford,EcoSport,2015,76387,Vermelho,Manual,Diesel,2,69797.6
Renault,Kwid,2009,79942,Vermelho,Automático,Diesel,2,41154.600000000006
Fiat,Mobi,2000,146000,Vermelho,Manual,Flex,4,20659.0
Renault,Kwid,2004,147904,Vermelho,Manual,Diesel,4,23516.2
Volkswagen,Virtus,2002,138606,Cinza,Manual,Flex,2,26180.800000000003
Volkswagen,T-Cross,2016,132907,Branco,Manual,Flex,2,50608.6
Hyundai,HB20S,2017,70251,Branco,Manual,Flex,4,65159.8
Renault,Duster,2020,164453,Preto,Manual,Diesel,2,49096.4
Honda,Fit,2018,54780,Branco,Automático,Gasolina,2,95913.0
Fiat,Toro,2021,66412,Azul,Automático,Diesel,2,63969.600000000006
Volkswagen,Virtus,2021,140397,Vermelho,Manual,Diesel,2,58015.600000000006
Hyundai,HB20,2017,160518,Prata,Manual,Flex,4,49589.4
Renault,Duster,2015,98975,Branco,Manual,Gasolina,4,53135.0
Fiat,Argo,2001,129788,Prata,Automático,Flex,4,25944.399999999998
Renault,Kwid,2014,198238,Azul,Manual,Diesel,4,23670.4
Ford,Ranger,2012,60662,Cinza,Automático,Gasolina,2,69620.6
Hyundai,Creta,2012,98664,Preto,Automático,Flex,2,53479.2
Fiat,Mobi,2015,80249,Preto,Manual,Diesel,4,52863.2
Nissan,Frontier,2007,56525,Preto,Automático,Diesel,4,65580.0
Toyota,Corolla,2010,141656,Cinza,Manual,Gasolina,2,64327.8
Toyota,Corolla,2007,134973,Vermelho,Automático,Diesel,2,60012.399999999994
Fiat,Argo,2021,113094,Prata,Manual,Diesel,2,58970.2
Renault,Kwid,2009,erro_medicao,Branco,Manual,Diesel,2,49220.4
Hyundai,HB20S,2022,87597,Vermelho,Automático,Diesel,2,67500.6
Toyota,Corolla,2000,2090,Preto,Manual,Gasolina,4,74736.0
Hyundai,HB20,2011,157924,Preto,Automático,Diesel,2,43648.2
Toyota,Hilux,2008,22454,Vermelho,Manual,Diesel,2,89887.2
Ford,EcoSport,2004,55084,Prata,Automático,Diesel,4,57875.2
Renault,Sandero,2008,189638,Vermelho,Manual,Gasolina,2,17676.4
Ford,Ranger,2015,190960,Cinza,Manual,Gasolina,2,49184.0
Toyota,Yaris,2017,97103,Preto,Manual,Flex,2,83615.4
Nissan,Frontier,2007,164895,Prata,Automático,Gasolina,4,46992.0
Nissan,Frontier,2022,163079,Branco,Automático,Diesel,2,63283.2
Ford,Ka,2010,104560,Preto,Manual,Gasolina,2,54949.0
Nissan,Kicks,2019,145213,Vermelho,Manual,Gasolina,2,64735.4
Toyota,Yaris,2018,12746,Prata,Manual,Gasolina,2,100318.8
Fiat,Cronos,2003,3347,Preto,Automático,Diesel,4,49843.6
Ford,Ka,2019,140433,Branco,Manual,Flex,2,58723.4
Chevrolet,S10,2009,111972,Branco,Manual,Flex,2,38787.600000000006
Renault,Sandero,2023,4101,Azul,Manual,Flex,2,77140.8
Nissan,Kicks,2012,105811,Vermelho,Automático,Flex,2,60666.8
Nissan,Versa,2019,erro_medicao,Cinza,Manual,Gasolina,4,79026.0
Volkswagen,T-Cross,2013,172525,Vermelho,Manual,Flex,4,31969.0
Honda,Fit,2020,101483,Prata,Automático,Gasolina,2,85330.4
Ford,Ka,2001,163740,Vermelho,Manual,Gasolina,2,25572.0
Jeep,Renegade,2003,120902,Prata,Automático,Flex,4,71586.6
Nissan,Kicks,2006,17747,Azul,Automático,Diesel,4,73318.6
Renault,Duster,2018,146081,Azul,Automático,Flex,2,46745.8
Chevrolet,Tracker,2016,89187,Azul,Automático,Flex,4,59637.600000000006
Nissan,Kicks,2015,132128,Cinza,Automático,Gasolina,2,64870.4
Chevrolet,S10,2012,163982,Azul,Manual,Gasolina,4,38535.6
Toyota,Yaris,2023,152287,Vermelho,Manual,Flex,2,80648.6
Toyota,Yaris,2023,188023,Branco,Manual,Flex,4,76134.4
Honda,Fit,2021,30375,Prata,Manual,Diesel,2,96972.0
Fiat,Argo,2022,141148,Prata,Manual,Diesel,2,54743.4
Jeep,Renegade,2017,116612,Branco,Manual,Diesel,4,89949.6
Volkswagen,Virtus,2020,110541,Vermelho,Manual,Gasolina,4,54878.8
Honda,Fit,2011,166321,Cinza,Manual,Diesel,4,62812.8
Hyundai,HB20,2022,40664,Preto,Automático,Gasolina,2,77763.2
Volkswagen,Polo,2000,189357,Vermelho,Manual,Gasolina,4,14103.599999999999
Ford,Ranger,2014,190031,Azul,Manual,Flex,4,46167.799999999996
Renault,Sandero,2002,38779,Vermelho,Automático,Diesel,2,46381.2
Hyundai,HB20,2005,59312,Prata,Manual,Flex,2,55134.6
Hyundai,HB20,2013,179170,Prata,Automático,Flex,4,40248.0
Honda,Fit,2022,11414,Cinza,Manual,Gasolina,2,109067.2
Fiat,Cronos,2005,167990,Azul,Manual,Diesel,4,22915.0
Honda,HR-V,2000,146948,Cinza,Automático,Flex,2,41960.399999999994
Ford,EcoSport,2019,123938,Cinza,Manual,Gasolina,2,66396.4
Nissan,Frontier,2005,9198,Branco,Automático,Flex,4,72717.4
Nissan,Frontier,2007,93302,Preto,Automático,Diesel,4,61685.6
Fiat,Toro,2014,99524,Preto,Automático,Gasolina,2,52080.2
Ford,EcoSport,2013,168501,Azul,Manual,Diesel,4,46674.799999999996
Fiat,Cronos,2015,103170,Cinza,Automático,Flex,4,52146.0
Chevrolet,Tracker,2019,198405,Prata,Automático,Gasolina,4,38849.0
Nissan,Versa,2022,123393,Preto,Manual,Flex,4,68996.4
Hyundai,HB20S,2015,116305,Vermelho,Automático,Flex,4,49607.0
Jeep,Renegade,2018,120759,Branco,Automático,Diesel,4,94618.2
Renault,Duster,2023,70148,Prata,Manual,Gasolina,2,71865.4
Ford,Ranger,2000,183981,Branco,Manual,Flex,4,21563.800000000003
Volkswagen,Virtus,2003,182256,Vermelho,Manual,Diesel,4,14519.800000000003
Fiat,Cronos,2023,191626,Preto,Automático,Diesel,4,44525.799999999996
Renault,Sandero,2009,108169,Branco,Automático,Gasolina,4,35214.2
Volkswagen,Virtus,2019,31528,Azul,Manual,Flex,2,70210.4
Renault,Sandero,2017,141355,Branco,Automático,Gasolina,2,39898.0
Jeep,Renegade,2001,136025,Branco,Automático,Gasolina,4,65022.0
Volkswagen,Virtus,2003,125728,Vermelho,Manual,Flex,4,25608.4
Honda,Fit,2014,86234,Prata,Manual,Gasolina,2,75761.2
Toyota,Hilux,2003,184887,Prata,Manual,Gasolina,4,43348.6
Honda,HR-V,2015,59121,Vermelho,Automático,Gasolina,4,82986.8
Nissan,Frontier,2014,170891,Branco,Manual,Diesel,2,55462.8
Toyota,Corolla,2017,22016,Branco,Automático,Flex,4,104836.8
Honda,Fit,2006,144320,Cinza,Manual,Gasolina,4,51770.0
Toyota,Corolla,2014,120184,Azul,Automático,Diesel,2,79871.2
Toyota,Yaris,2021,148348,Preto,Manual,Diesel,4,80499.4
Hyundai,HB20,2010,96544,Preto,Automático,Gasolina,4,1241962.0
Fiat,Cronos,2018,148427,Prata,Automático,Flex,2,45033.600000000006
Fiat,Argo,2007,179348,Vermelho,Automático,Diesel,2,22078.399999999994
Hyundai,Creta,2023,58451,Branco,Automático,Gasolina,2,73816.8
Renault,Kwid,2000,21529,Azul,Automático,Flex,4,38704.2
Chevrolet,S10,2002,167086,Preto,Automático,Flex,2,24246.799999999996
Renault,Kwid,2004,120542,Vermelho,Automático,Gasolina,4,26691.6
Volkswagen,T-Cross,2017,20096,Vermelho,Manual,Diesel,4,74981.8
Volkswagen,T-Cross,2011,95653,Branco,Automático,Flex,2,50096.399999999994
Toyota,Hilux,2011,177805,Azul,Automático,Flex,4,63467.0
Honda,HR-V,2020,3417,Vermelho,Automático,Flex,4,107663.6
Honda,Fit,2018,71981,Preto,Automático,Flex,2,92431.8
Fiat,Cronos,2008,70953,Cinza,Automático,Diesel,2,45866.4
Ford,Ranger,2010,15494,Preto,Manual,Diesel,4,71362.2
Renault,Kwid,2016,111670,Azul,Manual,Gasolina,4,46818.0
Nissan,Versa,2015,118839,Cinza,Manual,Gasolina,4,66539.2
Jeep,Renegade,2003,144374,Vermelho,Automático,Diesel,4,68463.2
Honda,Civic,2009,55669,Preto,Automático,Gasolina,2,75496.2
Jeep,Compass,2021,167499,Branco,Automático,Flex,4,92452.20000000001
Toyota,Yaris,2014,193342,Azul,Manual,Diesel,4,61898.6
Jeep,Renegade,2018,58263,Vermelho,Manual,Flex,4,105881.4
Nissan,Frontier,2002,40274,Branco,Manual,Diesel,2,59414.2
Hyundai,Creta,2020,119240,Cinza,Automático,Diesel,2,59532.0
Nissan,Kicks,2022,159875,Prata,Automático,Gasolina,2,62655.0
Jeep,Compass,2004,160236,Prata,Automático,Diesel,4,68289.8
Nissan,Kicks,2010,38441,Cinza,Automático,Gasolina,4,74087.8
Chevrolet,Onix,2023,63327,Prata,Manual,Diesel,4,68869.6
Toyota,Yaris,2004,100461,Azul,Manual,Flex,4,1241962.0
Renault,Sandero,2006,99099,Vermelho,Manual,Flex,4,40848.2
Hyundai,HB20,2005,76925,Vermelho,Manual,Flex,4,44621.0
Honda,HR-V,2012,51035,Azul,Manual,Flex,4,81090.0
Volkswagen,T-Cross,2001,109863,Preto,Automático,Flex,4,1241962.0
Renault,Sandero,2018,13490,Vermelho,Manual,Flex,2,67702.0
Volkswagen,Polo,2010,6044,Prata,Automático,Diesel,2,66710.2
Toyota,Corolla,2019,172841,Azul,Automático,Gasolina,2,78149.79999999999
Hyundai,HB20,2004,27509,Branco,Manual,Diesel,4,54599.2
Fiat,Toro,2008,27844,Preto,Manual,Flex,2,57002.2
Honda,HR-V,2005,62212,Branco,Automático,Flex,2,67717.6
Chevrolet,Onix Plus,2016,152676,Prata,Automático,Diesel,2,1241962.0
Fiat,Mobi,2018,158632,Branco,Automático,Gasolina,4,42022.6
Toyota,Hilux,2022,197180,Prata,Automático,Gasolina,4,77431.0
Renault,Duster,2007,132278,Vermelho,Manual,Gasolina,4,34753.4
Chevrolet,S10,2006,114587,Preto,Automático,Gasolina,2,37561.6
Nissan,Kicks,2004,78632,Cinza,Manual,Flex,2,57378.6
Jeep,Compass,2014,160622,Prata,Manual,Flex,2,80508.6
Chevrolet,S10,2009,52232,Azul,Manual,Gasolina,2,56747.6
Toyota,Hilux,2023,erro_medicao,Azul,Manual,Diesel,4,107848.4
Ford,Ka,2015,85925,Vermelho,Automático,Diesel,4,65018.0
Jeep,Compass,2008,37693,Azul,Automático,Flex,2,97814.4
Volkswagen,T-Cross,2006,84533,Branco,Manual,Diesel,4,37693.4
Honda,Civic,2010,100019,Vermelho,Automático,Flex,4,74747.2
Volkswagen,T-Cross,2008,87165,Azul,Manual,Flex,2,48423.0
Chevrolet,S10,2016,34337,Branco,Manual,Gasolina,2,69089.6
Volkswagen,Polo,2008,17060,Branco,Automático,Gasolina,4,59761.0
Toyota,Hilux,2002,173865,Branco,Automático,Gasolina,4,47803.0
Nissan,Frontier,2021,166353,Azul,Automático,Gasolina,2,62545.4
Renault,Kwid,2007,172832,Branco,Automático,Gasolina,4,25666.6
Honda,Civic,2018,48993,Preto,Manual,Gasolina,2,93464.4
Volkswagen,Gol,2019,79459,Azul,Manual,Diesel,4,67572.2
Volkswagen,Polo,2015,165871,Branco,Manual,Gasolina,2,40337.799999999996
Chevrolet,Tracker,2006,181732,Preto,Automático,Gasolina,4,27593.6
Renault,Kwid,2006,107606,Cinza,Automático,Flex,4,36135.8
Fiat,Argo,2019,115600,Preto,Manual,Flex,2,49770.0
Volkswagen,T-Cross,2012,5322,Azul,Automático,Gasolina,2,69182.6
Toyota,Corolla,2002,170947,Azul,Manual,Flex,4,51336.6
Ford,Ranger,2011,38438,Branco,Manual,Diesel,4,68098.4
Honda,Civic,2023,176221,Azul,Manual,Diesel,4,79164.8
Volkswagen,Gol,2007,79369,Cinza,Automático,Diesel,2,41583.2
Toyota,Yaris,2012,18134,Vermelho,Automático,Diesel,2,99224.2
Toyota,Yaris,2019,7575,Preto,Manual,Gasolina,2,105073.0
Honda,Civic,2015,76899,Vermelho,Automático,Diesel,2,82309.2
Fiat,Mobi,2006,erro_medicao,Cinza,Automático,Diesel,4,36165.6
Toyota,Corolla,2003,94265,Preto,Automático,Diesel,2,69955.0
Ford,Ranger,2011,166852,Branco,Manual,Diesel,2,40134.6
Toyota,Hilux,2016,19812,Preto,Automático,Flex,4,96198.6
Toyota,Yaris,2000,44522,Branco,Automático,Diesel,4,72685.6
Toyota,Hilux,2016,88383,Prata,Automático,Diesel,4,81490.4
Nissan,Kicks,2001,24932,Preto,Manual,Flex,2,64993.6
Nissan,Kicks,2005,48966,Preto,Manual,Flex,4,58743.8
Fiat,Mobi,2011,45580,Vermelho,Manual,Gasolina,2,56582.0
Volkswagen,Virtus,2010,187771,Vermelho,Automático,Flex,4,1241962.0
Toyota,Yaris,2020,171162,Cinza,Manual,Flex,2,78295.6
Renault,Kwid,2010,108113,Branco,Automático,Flex,4,1241962.0
Volkswagen,Virtus,2017,26199,Azul,Manual,Diesel,2,74636.2
Fiat,Cronos,2007,103528,Vermelho,Automático,Gasolina,2,42468.399999999994
Hyundai,Creta,2006,144909,Cinza,Manual,Gasolina,4,30217.199999999997
Volkswagen,Polo,2013,175231,Branco,Manual,Diesel,2,37979.8
Volkswagen,Polo,2015,12688,Branco,Automático,Gasolina,2,68375.4
Jeep,Compass,2011,140859,Branco,Manual,Diesel,2,73506.2
Chevrolet,Onix Plus,2008,165829,Prata,Automático,Flex,4,34475.2
Jeep,Renegade,2019,90640,Branco,Automático,Diesel,4,97096.0
Ford,EcoSport,2022,199212,Cinza,Automático,Diesel,4,49336.600000000006
Nissan,Frontier,2020,60539,Branco,Automático,Flex,4,82727.2
Nissan,Frontier,2015,131135,Azul,Automático,Flex,2,57140.0
Chevrolet,S10,2020,77688,Azul,Automático,Gasolina,4,62439.399999999994
Honda,HR-V,2018,84732,Branco,Manual,Diesel,2,83693.6
Honda,Fit,2015,174853,Cinza,Manual,Flex,4,66386.4
Fiat,Argo,2008,146031,Preto,Manual,Gasolina,2,26575.8
Chevrolet,Onix,2012,162352,Branco,Manual,Diesel,4,36826.6
Volkswagen,T-Cross,2004,175330,Cinza,Manual,Flex,2,23972.0
Honda,HR-V,2021,158539,Vermelho,Manual,Flex,4,76524.20000000001
Toyota,Hilux,2018,147128,Cinza,Automático,Diesel,4,82253.4
Renault,Kwid,2009,erro_medicao,Prata,Automático,Flex,2,58423.0
Volkswagen,Polo,2006,17564,Vermelho,Automático,Diesel,4,58487.2
Ford,EcoSport,2008,63258,Azul,Manual,Diesel,2,61884.4
Toyota,Yaris,2013,103813,Azul,Automático,Diesel,2,77187.4
Toyota,Corolla,2014,195732,Preto,Automático,Flex,4,65167.6
Chevrolet,Onix,2012,27462,Preto,Automático,Flex,4,65704.6
Fiat,Mobi,2009,56682,Cinza,Automático,Diesel,2,50753.6
Ford,EcoSport,2013,2728,Cinza,Manual,Gasolina,4,81327.4
Honda,Fit,2020,138703,Branco,Automático,Diesel,2,78569.4
Chevrolet,Tracker,2022,141956,Branco,Automático,Diesel,4,56693.8
Honda,Civic,2011,24974,Azul,Automático,Diesel,4,82464.2
Chevrolet,Onix Plus,2018,115092,Prata,Manual,Gasolina,2,56111.6
Chevrolet,S10,2005,101177,Branco,Manual,Flex,2,43862.6
Chevrolet,Tracker,2011,113795,Azul,Automático,Flex,4,45345.0
Fiat,Toro,2023,167108,Cinza,Automático,Diesel,4,52833.4
Chevrolet,S10,2012,84614,Cinza,Manual,Diesel,4,48801.2
Hyundai,Creta,2007,141346,Branco,Manual,Flex,4,39451.8
Renault,Kwid,2015,149923,Prata,Automático,Diesel,2,42953.4
Honda,HR-V,2001,61816,Azul,Manual,Flex,2,61764.8
Volkswagen,T-Cross,2021,48526,Cinza,Manual,Gasolina,4,73077.8
Jeep,Compass,2006,53467,Azul,Manual,Diesel,2,91902.6
Ford,EcoSport,2011,116609,Prata,Automático,Flex,4,49425.2
Nissan,Kicks,2006,124420,Cinza,Manual,Flex,4,46510.0
Fiat,Mobi,2018,79430,Azul,Manual,Gasolina,4,59072.0
Volkswagen,T-Cross,2013,26965,Prata,Automático,Diesel,2,65624.0
Toyota,Hilux,2008,161630,Prata,Automático,Gasolina,2,55901.0
Hyundai,HB20,2017,59807,Prata,Automático,Flex,2,72362.6
Nissan,Kicks,2010,52520,Branco,Manual,Flex,2,70931.0
Jeep,Compass,2015,175017,Preto,Manual,Gasolina,4,78916.6
Volkswagen,Polo,2018,188096,Azul,Automático,Gasolina,4,40522.8
Nissan,Frontier,2010,130030,Prata,Automático,Gasolina,2,57844.0
Volkswagen,Gol,2017,98983,Azul,Automático,Diesel,4,58207.399999999994
Hyundai,HB20,2010,122194,Prata,Automático,Flex,2,41684.2
Jeep,Compass,2003,82667,Azul,Automático,Diesel,2,79266.6
Toyota,Yaris,2017,148777,Cinza,Manual,Diesel,2,79819.6
Chevrolet,Tracker,2018,188151,Azul,Manual,Gasolina,2,45257.799999999996
Honda,Civic,2012,183972,Preto,Automático,Diesel,4,60111.6
Toyota,Yaris,2003,129335,Cinza,Manual,Diesel,4,59923.0
Chevrolet,Tracker,2009,179782,Cinza,Automático,Gasolina,4,28532.6
Fiat,Argo,2021,45110,Prata,Manual,Gasolina,2,65719.0
Renault,Kwid,2004,131032,Vermelho,Manual,Gasolina,2,26067.6
Ford,Ranger,2002,4789,Preto,Automático,Flex,4,59269.2
Ford,EcoSport,2015,533,Cinza,Automático,Flex,4,84417.4
Honda,Fit,2007,50970,Vermelho,Automático,Diesel,2,79837.0
Jeep,Renegade,2023,28776,Vermelho,Automático,Diesel,4,123679.8
Hyundai,HB20,2006,179374,Cinza,Manual,Flex,2,29477.200000000004
Jeep,Compass,2018,18725,Prata,Manual,Diesel,2,115910.0
Hyundai,Creta,2013,64367,Branco,Automático,Gasolina,4,64040.6
Jeep,Compass,2014,72230,Cinza,Manual,Flex,4,101206.0
Renault,Sandero,2016,70542,Prata,Automático,Diesel,2,58577.6
Fiat,Toro,2020,92534,Preto,Automático,Diesel,4,63071.2
Fiat,Toro,2000,102849,Prata,Automático,Diesel,2,27830.2
Chevrolet,Tracker,2005,173500,Vermelho,Automático,Flex,4,21241.0
Nissan,Versa,2022,95623,Preto,Automático,Flex,2,82867.4
Fiat,Mobi,2014,103211,Preto,Manual,Flex,2,43963.8
Fiat,Toro,2011,4485,Branco,Manual,Gasolina,2,61712.0
Toyota,Hilux,2020,66771,Branco,Manual,Diesel,4,92010.8
Toyota,Corolla,2019,174746,Cinza,Automático,Diesel,4,75893.79999999999
Chevrolet,Tracker,2001,97519,Prata,Automático,Gasolina,4,33037.2
Nissan,Kicks,2004,66681,Cinza,Manual,Flex,4,61839.8
Honda,Fit,2008,154876,Branco,Manual,Flex,4,52148.8
Toyota,Yaris,2019,178316,Vermelho,Automático,Flex,4,75832.8
